"","salary_max","redirect_url","contract_time","contract_type","longitude","title","created","description","salary_is_predicted","latitude","id","salary_min","location.display_name","company.display_name","category.label","category.tag"
"1847",35000,"https://www.adzuna.co.uk/jobs/land/ad/1869765376?se=SOopzw496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=FB3A6D7C479BE29E50896662B171567747D91A3D",NA,NA,NA,"Business <strong>Analyst</strong> - HR and Payroll","2020-12-08T23:13:30Z","...  needs and identify business priorities 2. Use <strong>data</strong> modelling practices to document and analyse your findings and create suggestions for operational improvements and changes 3. Consider ...  for the both the customer and Liberata are identified and captured Other 1. To conform to all IT policies and have full understanding and be aware of all <strong>Data</strong> Protection and Freedom ...","0",NA,"1869765376",32000,"Croydon, London","The Curve Group","IT Jobs","it-jobs"
"1848",35000,"https://www.adzuna.co.uk/jobs/land/ad/1844758830?se=SOopzw496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=C8BBD3F6BC71C2CE9CAE0592A7C190587A9FC4D7",NA,NA,-0.411189,"Supply Chain & Logistics <strong>Analyst</strong>","2020-11-26T00:36:40Z","LOCATION: SURREY SALARY: £30,000 - £35,000 SECTOR: FMCG ELECTRONICS KEY SKILLS: Logistics, Supply Chain, Supply Chain & <strong>Data</strong> Analysis, Process improvement CLIENT: One of the World ... 's leading names in the Consumer Electronics industry ROLE: The Supply Chain & Logistics <strong>Analyst</strong> will play a key role in ensuring Operational Excellence across the Logistics operation ...","0",51.329201,"1844758830",30000,"Cobham, Surrey","Vertical Advantage Ltd","Logistics & Warehouse Jobs","logistics-warehouse-jobs"
"1849",65000,"https://www.adzuna.co.uk/jobs/land/ad/1859398462?se=SOopzw496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=67250DC1D137EF46E6D1B5ECD44FECC8B86C9D91",NA,NA,NA,"<strong>Data</strong> <strong>Analyst</strong> BI <strong>Analyst</strong> MI <strong>Analyst</strong> Business Intelligence <strong>Analyst</strong>","2020-12-03T10:36:22Z","...  existing SQL <strong>Data</strong> Warehouse – interfaces, <strong>data</strong> loads & reporting queries, enhance the existing SQL <strong>Data</strong> Warehouse based on business requirements. The BI <strong>Analyst</strong> MI <strong>Analyst</strong> Business ...  Intelligence <strong>Analyst</strong> will need knowledge in: · SSIS, SSRS and <strong>Data</strong> warehousing · Developing SSAS cubes in SQL Server 2008 R2 / 2012 / 2014 · SQL Server 2008 R2 / 2014, excellent knowledge .…","0",NA,"1859398462",60000,"London, UK","Telstra Associates","IT Jobs","it-jobs"
"1850",60000,"https://www.adzuna.co.uk/jobs/land/ad/1835971197?se=SOopzw496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=4323AB15E13C5CEEB0BE38CF15772FF7E586CC06",NA,NA,NA,"FP&A <strong>Analyst</strong>","2020-11-21T00:45:00Z","Contract to Permanent - A great opportunity for an individual with non-life insurance experience to further develop their commercial skills in a highly progressive FP&A role. The role will provide a comprehensive range of FP&A experience (training provided) including the development of planning tools, strong involvement in quarterly analysis on a GAAP and YOA basis, assisting with the production of annual and long term business plans, provision of analytical information for senior management, a…","0",NA,"1835971197",50000,"The City, Central London","Insight Recruitment Solutions Ltd","Accounting & Finance Jobs","accounting-finance-jobs"
"1851",24000,"https://www.adzuna.co.uk/jobs/land/ad/1818302345?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0282E0D30E88A364CD701D0AF927BADC4E9D8662",NA,NA,-2.5919,"Credit <strong>Analyst</strong>","2020-11-12T16:32:47Z","The Finance Underwriting Team at ALD Automotive is responsible for evaluating credit applications and making decisions regarding whether to approve an applicant for requested finance. It is important that the decision making process is in line with business, regulatory and risk appetite and within agreed service level agreements. To support clear audit trails of our end to end process it is necessary to document all justifications on credit decisions ensuring that they are compliant with the cr…","0",51.455299,"1818302345",20000,"Bristol, South West England","ALD Automotive","Accounting & Finance Jobs","accounting-finance-jobs"
"1852",40000,"https://www.adzuna.co.uk/jobs/land/ad/1806718532?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0FDCF9A11FC89A23313650D63E28246C39403B7E",NA,NA,-4.68057,"Quality <strong>Analyst</strong>","2020-11-06T20:47:19Z","This is an outstanding opportunity for a quality expert to join a global business in their quality and operations department. The successful incumbent will be responsible for: Managing, maintaining, and administering ISO Quality systems; ISO 13485 medical devices experience is ideal but not essential Experience of working with international customers, suppliers, and stakeholders (role would involve working with the US parent company, also international customers, and suppliers) Keen eye for det…","0",55.932598,"1806718532",0,"Port Glasgow, Inverclyde","Drummond Bridge","IT Jobs","it-jobs"
"1853",50000,"https://www.adzuna.co.uk/jobs/land/ad/1858513788?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=59DC47DB14DEAB312D84BDEC9CF1C1031AD8DAB4",NA,NA,-0.749466,"Security <strong>Analyst</strong>","2020-12-03T02:39:14Z","An exciting opportunity to join a thriving business, a market leader in their field, in a high profile Security Specialist role. Working as part of the governance and compliance team, you will take responsibility for maintaining, supporting, evaluating and improving the security compliance of systems and for working with stakeholders across the wider group organisation to ensure standards and processes are compliant. You'll work alongside the technical networking and applications teams. You'll …","0",51.628799,"1858513788",45000,"High Wycombe, Buckinghamshire","Vocative Consulting Ltd","IT Jobs","it-jobs"
"1854",50000,"https://www.adzuna.co.uk/jobs/land/ad/1835979953?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=7F3182727ECE5F924DD05FEF1B7EE1DF9CEFA3DB",NA,NA,NA,"IT <strong>Analyst</strong>","2020-11-21T00:49:34Z","A major international bank is seeking a dynamic new addition to its IT department. Your duties will include: Providing IT support for all bank users - monitoring servers, replication software, backups etc Managing implementation of hardware, software and IT infrastructure projects and assisting with upgrades and migrations VEEAM administration VSHPERE 6.5 administration Assisting with London office policy/procedure development and updates regarding new products/regulations Ensuring up to date t…","0",NA,"1835979953",0,"The City, Central London","Prime Personnel","IT Jobs","it-jobs"
"1855",22766.11,"https://www.adzuna.co.uk/jobs/land/ad/1874598592?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=2633596D5EE8B92367D4B08BCAF8E377C246D57B",NA,NA,-4.235992,"Business Intelligence <strong>Analyst</strong>","2020-12-11T00:50:55Z","Reporting to the Head of Business Intelligence, the Business Intelligence <strong>Analyst</strong> will play a key role in the dissemination of key information around the business. Becoming part ...  of a small team assisting the Head of Business Intelligence in the provision of <strong>data</strong> and insight to a diverse group of internal and external stakeholders via detailed business analysis ...","1",55.91161,"1874598592",22766.11,"Glasgow, Scotland","Red The Consultancy  Ltd","IT Jobs","it-jobs"
"1856",49288,"https://www.adzuna.co.uk/jobs/land/ad/1876554108?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=6159074B0CBF499D0BD69E75ED7ECC4FD686373D","full_time",NA,-0.139134,"IT Services <strong>Analyst</strong>","2020-12-12T00:08:10Z","IT Services <strong>Analyst</strong> Level 3 IT The Financial Reporting Council (FRC)’s mission is to serve the public interest by setting high standards of corporate governance, reporting ...","0",51.503378,"1876554108",49288,"London, UK","FINANCIAL REPORTING COUNCIL","Admin Jobs","admin-jobs"
"1857",55527.11,"https://www.adzuna.co.uk/jobs/land/ad/1869569732?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=46059131B989C813EF69A71D851FBF8124F28542",NA,NA,NA,"Technical Business <strong>Analyst</strong> Contract (Financial Services)","2020-12-08T21:21:04Z","Technical Business <strong>Analyst</strong> Contract Opportunity (Financial Services) 6 Months Rullion is partnered with a leading FS business who are undertaking a significant portfolio of change ... . They seek two Technical Business <strong>Analysts</strong> to join their team on the 4th of January. Skills: Technical Background. At least 7 years in Banking of Financial Services. System upgrades or core ...","1",NA,"1869569732",55527.11,"North West London, London","Rullion","Accounting & Finance Jobs","accounting-finance-jobs"
"1858",55000,"https://www.adzuna.co.uk/jobs/land/ad/1856661474?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=02AFDF75407FD0974D3B1F76A7EFC6EC58CF7514",NA,NA,-1.08402,"Commercial Finance <strong>Analyst</strong>","2020-12-02T06:39:21Z","...  to evolve in time. What you'll need to succeed You will be a commercially minded <strong>analyst</strong> (qualified or part qualified) with excellent Excel and <strong>data</strong> manipulation skills. You ... Newly created role for an ambitious <strong>analyst</strong> Your new company A growing business who have performed exceptionally well in 2020 are in the market to recruit a financial <strong>analyst</strong> ...","0",51.262501,"1856661474",45000,"Basingstoke, Hampshire","Hays","Accounting & Finance Jobs","accounting-finance-jobs"
"1859",65000,"https://www.adzuna.co.uk/jobs/details/1871694123?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=90FF6C59F43A1C17C4A70AF605355CC6C50FCE3C",NA,NA,-0.309365,"<strong>Data</strong> <strong>Analyst</strong> BI <strong>Analyst</strong> MI <strong>Analyst</strong> Business Intelligence <strong>Analyst</strong>","2020-12-09T18:35:54Z","...  existing SQL <strong>Data</strong> Warehouse – interfaces, <strong>data</strong> loads & reporting queries, enhance the existing SQL <strong>Data</strong> Warehouse based on business requirements. The BI <strong>Analyst</strong> MI <strong>Analyst</strong> Business ...  Intelligence <strong>Analyst</strong> will need knowledge in: · SSIS, SSRS and <strong>Data</strong> warehousing · Developing SSAS cubes in SQL Server 2008 R2 / 2012 / 2014 · SQL Server 2008 R2 / 2014, excellent knowledge .…","0",51.4865,"1871694123",60000,"Brentford, West London","Telstra Associates Limited","IT Jobs","it-jobs"
"1860",41067.55,"https://www.adzuna.co.uk/jobs/land/ad/663034310?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=40880BA2FD9E5ADC1FF22D30AB218621C5E66FF2","full_time","permanent",-0.11126,"<strong>Analysts</strong> for Procurement Specialist Consulting Firm","2017-10-16T17:42:53Z","London based Management Consultancy – <strong>Analyst</strong> Our clients are procurement experts, and they help clients to identify, deliver and sustain improvement opportunities ...  • Analysing, compiling and classifying large <strong>data</strong> sets from various sources, using Excel or SQL • Visualising analyses, using Tableau technology • Preparing client presentations and reports ...","1",51.51985,"663034310",41067.55,"Central London, London","Mindbench","Consultancy Jobs","consultancy-jobs"
"1861",30455.79,"https://www.adzuna.co.uk/jobs/land/ad/1812142175?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=8376DE2143067A7193D79778572C41817BA3C2BC",NA,NA,-6.27834,"IT Business <strong>Analyst</strong>","2020-11-09T18:26:05Z","Brook Street Recruitment is delighted to be working with our client in Ballymoney to recruit an IT Business <strong>Analyst</strong> Working within a small but growing team in a fast paced working ...  with the technical team to achieve solutions. You will play a key role in the migration of our brand new cloud based software this will include manipulating and converting <strong>data</strong>, both client ...","1",54.863098,"1812142175",30455.79,"Ballymena, Northern Ireland","Brook Street UK","IT Jobs","it-jobs"
"1862",35638.95,"https://www.adzuna.co.uk/jobs/land/ad/1878085112?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=E5CBFD98B02EC449B9A673E59BE36B737BBD96DD",NA,NA,-0.139134,"Quality <strong>Analyst</strong> - 12 Month Internship","2020-12-12T23:06:49Z","This post is for a Quality <strong>Analyst</strong> Intern to work within the Engineering function in Boeing Defence UK (BDUK) in Bristol . BDUK is a subsidiary of the Boeing Company and currently ...  program, contract, customer, regulatory requirements, international standards and working agreements are deployed using established procedures. Collects and verifies <strong>data</strong> to support ...","1",51.503378,"1878085112",35638.95,"London, UK","Boeing","IT Jobs","it-jobs"
"1863",65000,"https://www.adzuna.co.uk/jobs/land/ad/1846423666?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=AD7FA1156675DBB309B9D8F632AA75964C4637AC",NA,NA,-2.36398,"Senior Finance <strong>Analyst</strong>","2020-11-26T20:40:34Z","Senior Finance <strong>Analyst</strong> in Cambridge? Gleeson Recruitment Group is currently recruiting for a Senior Financial <strong>Analyst</strong> in Cambridge, who will help to build the Financial Planning ...  the service offered and the team needed to really add value. The day to day will need a hands-on Accountant who enjoys manipulating and translating <strong>data</strong> into commercial viable MI to support ...","0",51.731701,"1846423666",55000,"Cambridge, Gloucester","Gleeson Recruitment Group","Accounting & Finance Jobs","accounting-finance-jobs"
"1864",45000,"https://www.adzuna.co.uk/jobs/land/ad/1832525667?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=127FEE594B895B218485EB8BE547B4C42E8CE84F",NA,NA,NA,"Business <strong>Analyst</strong>","2020-11-19T06:19:23Z","I am currently recruiting a confident Business <strong>Analyst</strong> on a 1 year fixed term basis for a charity in the city of London (remote working currently). Charity or similar experience ...  budgets Required skills and experience: A minimum of 4 years working experience as a business <strong>analyst</strong> Good knowledge of business analysis methodologies and best practices Ability ...","0",NA,"1832525667",40000,"London, UK","Morgan Law   IT & Technology","IT Jobs","it-jobs"
"1865",41823.39,"https://www.adzuna.co.uk/jobs/land/ad/1865761200?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=D51CED56510A71052578B9BD4D3838C7A5E9CCA1",NA,NA,NA,"Technical Pricing <strong>Analyst</strong>","2020-12-06T20:37:58Z","An opportunity has arisen for a Pricing <strong>Analyst</strong> to align their skills with a Major General Insurance brand. Our client have recently undergone an exciting period of <strong>Data</strong> Science ...  driven transformation and as such are looking to add a Pricing <strong>Analyst</strong> to their Personal Lines Pricing team. Responsibilities of the Pricing <strong>Analyst</strong> Building models (GLMs) from scratch ...","1",NA,"1865761200",41823.39,"The City, Central London","Sellick Partnership","Accounting & Finance Jobs","accounting-finance-jobs"
"1866",39612.97,"https://www.adzuna.co.uk/jobs/land/ad/1867226119?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=EE679026DA8ADAEEB6B2AA8208FD9C616ACEFF99",NA,NA,-1.298703,"Technical Pricing <strong>Analyst</strong>","2020-12-07T16:44:52Z","An opportunity has arisen for a Pricing <strong>Analyst</strong> to align their skills with a Major General Insurance brand. Our client have recently undergone an exciting period of <strong>Data</strong> Science ...  driven transformation and as such are looking to add a Pricing <strong>Analyst</strong> to their Personal Lines Pricing team. Responsibilities of the Pricing <strong>Analyst</strong> Building models (GLMs) from scratch ...","1",51.080127,"1867226119",39612.97,"Hampshire, South East England","Sellick Partnership","Accounting & Finance Jobs","accounting-finance-jobs"
"1867",65000,"https://www.adzuna.co.uk/jobs/land/ad/1874592615?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=06827F4915DEA44E1BE467E7DDEA602DF8695DA8",NA,NA,NA,"Lead Business Intelligence <strong>Analyst</strong>","2020-12-11T00:47:37Z","...  of the following: Business Intelligence <strong>Analyst</strong>, Business <strong>Analyst</strong>, BI <strong>Analyst</strong>, <strong>Data</strong> <strong>Analyst</strong>, Reporting <strong>Analyst</strong>, Information <strong>Analyst</strong>, SSIS, Power BI, MS SQL, QlikView, SASS Tabular, SSRS, BI ... Lead Business Intelligence <strong>Analyst</strong> Zotefoams are currently looking for a Lead Business Intelligence <strong>Analyst</strong>. The purpose of the role is to Lead the…","0",NA,"1874592615",55000,"Croydon, London","Zotefoams","IT Jobs","it-jobs"
"1868",45000,"https://www.adzuna.co.uk/jobs/land/ad/1816407508?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=8274DA52F40418C1CE949BA3B5D40D1817C3A7DC",NA,NA,NA,"Financial Accountant/ <strong>Analyst</strong>","2020-11-11T20:39:01Z","Financial Accountant/<strong>Analyst</strong> THE COMPANY Charterhouse Recruitment are currently recruiting for a Financial Accountant/<strong>Analyst</strong> to join a well-established team in York. This role ...  of an Employment Agency for permanent appointments and an Employment Business for temporary assignments. At Charterhouse Recruitment we are committed to protecting your personal <strong>data</strong>. Please ...","0",NA,"1816407508",45000,"Yorkshire And The Humber, UK","Charterhouse Recruitment","Accounting & Finance Jobs","accounting-finance-jobs"
"1869",50000,"https://www.adzuna.co.uk/jobs/land/ad/1868773068?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=08E5D3E7E6112F58C417A09604B010AE523A8DF0",NA,NA,NA,"<strong>Data</strong> <strong>Analyst</strong> - Risk","2020-12-08T10:33:35Z","<strong>Data</strong> <strong>Analyst</strong> - Risk - London <strong>Data</strong> Idols are working with a well know client who are looking for a <strong>Data</strong> <strong>Analyst</strong> to join an existing <strong>data</strong> team. Our client are in the Finance ...  industry and have offices based in London. THE ROLE Within this role as a <strong>Data</strong> <strong>Analyst</strong> you will be working within a broader team of <strong>analysts</strong> and you must be able to deri…","0",NA,"1868773068",45000,"London, UK","Data Idols","IT Jobs","it-jobs"
"1870",65000,"https://www.adzuna.co.uk/jobs/land/ad/1848418784?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0D915E9FEFB41DA3546A4DBF83408A3B2F6E6C50",NA,NA,NA,"Product <strong>Data</strong> <strong>Analyst</strong>","2020-11-28T00:44:51Z","Product <strong>Data</strong> <strong>Analyst</strong> - Permanent - London <strong>Data</strong> Idols are working with rapidly growing Fintech Start-Up who are looking for a Product <strong>Data</strong> <strong>Analyst</strong> to join the existing <strong>Data</strong> team ... . THE ROLE Within this role as a Product <strong>Data</strong> <strong>Analyst</strong> you will be working as part of the <strong>Data</strong> team to help enable your team to make better decisions and you will app…","0",NA,"1848418784",45000,"London, UK","Data Idols","IT Jobs","it-jobs"
"1871",50000,"https://www.adzuna.co.uk/jobs/details/1868914335?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=7132AD80EA0EA5BDC64B419DD66C91DF3F67ABC9","full_time","permanent",NA,"<strong>Data</strong> <strong>Analyst</strong> - Risk","2020-12-08T13:43:34Z","<strong>Data</strong> <strong>Analyst</strong> - Risk - London <strong>Data</strong> Idols are working with a well know client who are looking for a <strong>Data</strong> <strong>Analyst</strong> to join an existing <strong>data</strong> team. Our client are in the Finance ...  industry and have offices based in London. THE ROLE Within this role as a <strong>Data</strong> <strong>Analyst</strong> you will be working within a broader team of <strong>analysts</strong> and you must be able to deri…","0",NA,"1868914335",45000,"The City, Central London","Data Idols","IT Jobs","it-jobs"
"1872",84000,"https://www.adzuna.co.uk/jobs/land/ad/1869765767?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=E4CCF5F3F7CDFB6B54E1AEB1E2C6A5483AAB9CD2",NA,NA,-0.7047,"Business <strong>Analyst</strong> - SC Cleared","2020-12-08T23:13:34Z","Business <strong>Analyst</strong> – SC Cleared We are currently looking for an SC Cleared Business <strong>Analyst</strong> to work with a Government client on an initial 3-6 month contract based in Milton Keynes ...  and keen eye for detail - Highly numerate - Able to demonstrate ability to present complex <strong>data</strong> in an easily understood format - Able to demonstrate the ability to interpret and analyse ...","0",52.042198,"1869765767",0,"Milton Keynes, Buckinghamshire","Methods Business & Digital Technology Ltd","IT Jobs","it-jobs"
"1873",65000,"https://www.adzuna.co.uk/jobs/details/1849839628?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=D72902B7488EADE37F033430989FDB9DF5A91E8F","full_time","permanent",NA,"Product <strong>Data</strong> <strong>Analyst</strong>","2020-11-28T23:14:25Z","Product <strong>Data</strong> <strong>Analyst</strong> - Permanent - London <strong>Data</strong> Idols are working with rapidly growing Fintech Start-Up who are looking for a Product <strong>Data</strong> <strong>Analyst</strong> to join the existing <strong>Data</strong> team ... . THE ROLE Within this role as a Product <strong>Data</strong> <strong>Analyst</strong> you will be working as part of the <strong>Data</strong> team to help enable your team to make better decisions and you will app…","0",NA,"1849839628",45000,"The City, Central London","Data Idols","IT Jobs","it-jobs"
"1874",36000,"https://www.adzuna.co.uk/jobs/land/ad/1861006859?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=235C08D86653567020451E424231A783086333D7",NA,NA,NA,"<strong>Data</strong> Reporting <strong>Analyst</strong>","2020-12-04T06:36:32Z","<strong>Data</strong> Reporting <strong>Analyst</strong> – Coventry, West Midlands SQL, T-SQL, Power BI, Access Location - Coventry commute from Birmingham, Solihull, Nuneaton, Rugby and Warwick This leading ...  Software house based in Coventry are looking to a <strong>Data</strong> Reporting <strong>analyst</strong> to their IT services team. The successful <strong>Data</strong> <strong>Analyst</strong> / Reports specialist will be working on creating the next ...","0",NA,"1861006859",32000,"Coventry, West Midlands","Erin Associates","IT Jobs","it-jobs"
"1875",36000,"https://www.adzuna.co.uk/jobs/land/ad/1874401559?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=6A02F920C28E2571543169BEBEF2DF6A6F175D4B",NA,NA,NA,"<strong>Data</strong> Reporting <strong>Analyst</strong>","2020-12-10T23:04:51Z","<strong>Data</strong> Reporting <strong>Analyst</strong> – Coventry, West Midlands SQL, T-SQL, Power BI, Access Location - Coventry commute from Birmingham, Solihull, Nuneaton, Rugby and Warwick This leading ...  Software house based in Coventry are looking to a <strong>Data</strong> Reporting <strong>analyst</strong> to their IT services team. The successful <strong>Data</strong> <strong>Analyst</strong> / Reports specialist will be working on creating the next ...","0",NA,"1874401559",32000,"Coventry, West Midlands","Erin Associates","IT Jobs","it-jobs"
"1876",48000,"https://www.adzuna.co.uk/jobs/land/ad/1873310306?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=7F1D36BC02729C99EF639C929E29A060314FB290",NA,NA,-0.327003,"<strong>Data</strong>/ Reporting <strong>Analyst</strong>","2020-12-10T12:36:47Z","<strong>Data</strong>/Reporting <strong>Analyst</strong> | £200 per day | Horsham/Remote | 3 Months Role: <strong>Data</strong>/Reporting <strong>Analyst</strong> Day Rate: £200 per day Type: Contract Location: Horsham My client based in Horsham ...  has an urgent requirement for a <strong>Data</strong>/Reporting <strong>Analyst</strong> on a 3 month contract. The daily rate on offer is £200 per day. Key Skills : SQL Knowledge of Cloud based platform Azure <strong>Data</strong> ...","0",51.063801,"1873310306",48000,"Horsham, West Sussex","Premier IT","IT Jobs","it-jobs"
"1877",90000,"https://www.adzuna.co.uk/jobs/land/ad/1861006593?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=BC89A7AADB539A80040234BB1DB22C47253C68E2",NA,NA,-3.53362,"<strong>Data</strong> Migration <strong>Analyst</strong>","2020-12-04T06:36:29Z","...  Migration <strong>Analyst</strong> to deliver the migration of <strong>data</strong> and records from a number of in-house systems into a new SaaS solution. <strong>Data</strong> Migration <strong>Analyst</strong> The <strong>Data</strong> Migration <strong>Analyst</strong> ...  migrations. Key Requirements for <strong>Data</strong> Migration <strong>Analyst</strong> In order to be successful in the role, we're looking for a <strong>Data</strong> Migration <strong>Analyst</strong> who can …","0",50.721802,"1861006593",84000,"Exeter, Devon","X4 Group Ltd","IT Jobs","it-jobs"
"1878",50100,"https://www.adzuna.co.uk/jobs/land/ad/1850272756?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=46F026AEAD841BBC6F5720A17EF528BD7F852D4E",NA,NA,-0.139134,"Business <strong>Data</strong> <strong>Analyst</strong>","2020-11-29T06:49:21Z","My client is a charity based in North / Central London. They are currently looking to recruit a Business <strong>Data</strong> <strong>analyst</strong> to initially join them for a 3 month contract ...  with the possibility of it being extended to 12 months, The role will be based at home initially because of Covid but will change according the government guidelines as and when Business <strong>Data</strong> <strong>Analyst</strong> ...","0",51.503378,"1850272756",41000,"London, UK","Hire Society Recruitment ltd","IT Jobs","it-jobs"
"1879",50000,"https://www.adzuna.co.uk/jobs/land/ad/1869764162?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=0C7CC871F22A1856FF87B972A7DDCD2B627D8348",NA,NA,-0.02806,"Pricing <strong>Analyst</strong> - Broker","2020-12-08T23:13:19Z","Sellick Partnership have been engaged by one of the UK's leading Insurance brokers as they seek to recruit a new Pricing <strong>Analyst</strong> with proven General Insurance experience after ...  to make an immediate impact within a nimble Pricing function. Responsibilities of the Pricing <strong>Analyst</strong> : Take ownership of the deployment of rates Use Radar to create a variety of Pricing ...","0",51.451818,"1869764162",30000,"South East London, London","Sellick Partnership","Accounting & Finance Jobs","accounting-finance-jobs"
"1880",32000,"https://www.adzuna.co.uk/jobs/land/ad/1862731478?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=920FDE20E618F77EEC772317C533441A636C8E84",NA,NA,NA,"<strong>Data</strong> <strong>Analyst</strong> | Environmental","2020-12-05T02:35:32Z","Are you a <strong>Data</strong> <strong>Analyst</strong> looking for a role with a twist? Working for a truly agile and friendly company, you’ll delve into large datasets and projects while also working directly ...  Excel AND you have demonstrable problem-solving and communication skills, we want to hear from you. Apply now to find out more Keywords: Client <strong>Data</strong> <strong>Analyst</strong>, Research <strong>Analyst</strong>, <strong>Data</strong> ...","0",NA,"1862731478",28000,"UK","hireful","IT Jobs","it-jobs"
"1881",60000,"https://www.adzuna.co.uk/jobs/land/ad/1857349844?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=E39EA73543AF410492126C810318FD6C309A536D",NA,NA,-0.139134,"Senior <strong>Data</strong> <strong>Analyst</strong>","2020-12-02T14:39:48Z","A fastest growing IT Services company is looking for a vibrant Senior <strong>Data</strong> <strong>Analyst</strong> to join its rapidly expanding <strong>Data</strong> team based in London. This is an exciting role ...  for the company with interviews occurring ASAP so please apply now if you are interested. Senior <strong>Data</strong> <strong>Analyst</strong> Responsibilities: Ensuring high quality of <strong>Data</strong> across the Business Analysing <strong>data</strong> ...","0",51.503378,"1857349844",50000,"London, UK","X4 Group Ltd","IT Jobs","it-jobs"
"1882",41837.69,"https://www.adzuna.co.uk/jobs/land/ad/1873310931?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=A56B522600DBECCA4A5B4CA937EFF0425CCFBF0A",NA,NA,NA,"Business <strong>Data</strong> <strong>Analyst</strong>","2020-12-10T12:36:54Z","Business <strong>Data</strong> <strong>Analyst</strong> You will be joining a Jarmany team working with one of our Financial Services clients to help deliver on several key regulatory programmes. You must have ...  a strong technology background (SQL, Excel etc) and it will be highly desirable if you have commodity product knowledge. Business <strong>Data</strong> <strong>Analyst</strong> Responsibilities: - Support the timely ...","1",NA,"1873310931",41837.69,"London, UK","Jarmany Ltd","IT Jobs","it-jobs"
"1883",126000,"https://www.adzuna.co.uk/jobs/land/ad/1861010293?se=QNhF0g496xGlB-80Ca-FxQ&utm_medium=api&utm_source=953c7802&v=27445D61ACE244AF9B88B3324BFBABCC89EA1AF0",NA,NA,-0.139134,"Procurement <strong>Data</strong> <strong>Analyst</strong>","2020-12-04T06:36:57Z","Procurement <strong>Data</strong> <strong>Analyst</strong> / Procurement Business <strong>Analyst</strong> – RFX, RFI, RFP, AI, Machine Learning, UAT, Agile Outstanding opportunity to join this globally disruptive technology start ...  entrepreneurs, this organisation is set to create a more inclusive global economy by transforming how services are bought and sold. We’re looking for a technology centric <strong>Data</strong> <strong>Analyst</strong> ...","0",51.503378,"1861010293",114000,"London, UK","Fused4 Ltd","IT Jobs","it-jobs"
